rank	selection_reason	char	display_sample	codepoint	name	category	script	block	age	emoji	requires_base	standalone_safe	windows_font_covered	shape_hints
1615	区块与文字系统多样性	⼚	⼚	U+2F1A	KANGXI RADICAL CLIFF	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1616	区块与文字系统多样性	⼛	⼛	U+2F1B	KANGXI RADICAL PRIVATE	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1617	区块与文字系统多样性	⼜	⼜	U+2F1C	KANGXI RADICAL AGAIN	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1618	区块与文字系统多样性	⼝	⼝	U+2F1D	KANGXI RADICAL MOUTH	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1619	区块与文字系统多样性	⼞	⼞	U+2F1E	KANGXI RADICAL ENCLOSURE	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1620	区块与文字系统多样性	⼟	⼟	U+2F1F	KANGXI RADICAL EARTH	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1621	区块与文字系统多样性	⼠	⼠	U+2F20	KANGXI RADICAL SCHOLAR	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1622	区块与文字系统多样性	⼡	⼡	U+2F21	KANGXI RADICAL GO	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1623	区块与文字系统多样性	⼢	⼢	U+2F22	KANGXI RADICAL GO SLOWLY	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1624	区块与文字系统多样性	⼣	⼣	U+2F23	KANGXI RADICAL EVENING	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1625	区块与文字系统多样性	⼤	⼤	U+2F24	KANGXI RADICAL BIG	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1626	区块与文字系统多样性	⼥	⼥	U+2F25	KANGXI RADICAL WOMAN	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1627	区块与文字系统多样性	⼦	⼦	U+2F26	KANGXI RADICAL CHILD	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1628	区块与文字系统多样性	⼧	⼧	U+2F27	KANGXI RADICAL ROOF	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1629	区块与文字系统多样性	⼨	⼨	U+2F28	KANGXI RADICAL INCH	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1630	区块与文字系统多样性	⼩	⼩	U+2F29	KANGXI RADICAL SMALL	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1631	区块与文字系统多样性	⼪	⼪	U+2F2A	KANGXI RADICAL LAME	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1632	区块与文字系统多样性	⼫	⼫	U+2F2B	KANGXI RADICAL CORPSE	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1633	区块与文字系统多样性	⼬	⼬	U+2F2C	KANGXI RADICAL SPROUT	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1634	区块与文字系统多样性	⼭	⼭	U+2F2D	KANGXI RADICAL MOUNTAIN	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1635	区块与文字系统多样性	⼮	⼮	U+2F2E	KANGXI RADICAL RIVER	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1636	区块与文字系统多样性	⼯	⼯	U+2F2F	KANGXI RADICAL WORK	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1637	区块与文字系统多样性	⼰	⼰	U+2F30	KANGXI RADICAL ONESELF	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1638	区块与文字系统多样性	⼱	⼱	U+2F31	KANGXI RADICAL TURBAN	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1639	区块与文字系统多样性	⼲	⼲	U+2F32	KANGXI RADICAL DRY	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1640	区块与文字系统多样性	⼳	⼳	U+2F33	KANGXI RADICAL SHORT THREAD	So	Han	Kangxi Radicals	3.0	false	false	true	true	
1641	区块与文字系统多样性	꒐	꒐	U+A490	YI RADICAL QOT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1642	区块与文字系统多样性	꒑	꒑	U+A491	YI RADICAL LI	So	Yi	Yi Radicals	3.0	false	false	true	true	
1643	区块与文字系统多样性	꒒	꒒	U+A492	YI RADICAL KIT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1644	区块与文字系统多样性	꒓	꒓	U+A493	YI RADICAL NYIP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1645	区块与文字系统多样性	꒔	꒔	U+A494	YI RADICAL CYP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1646	区块与文字系统多样性	꒕	꒕	U+A495	YI RADICAL SSI	So	Yi	Yi Radicals	3.0	false	false	true	true	
1647	区块与文字系统多样性	꒖	꒖	U+A496	YI RADICAL GGOP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1648	区块与文字系统多样性	꒗	꒗	U+A497	YI RADICAL GEP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1649	区块与文字系统多样性	꒘	꒘	U+A498	YI RADICAL MI	So	Yi	Yi Radicals	3.0	false	false	true	true	
1650	区块与文字系统多样性	꒙	꒙	U+A499	YI RADICAL HXIT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1651	区块与文字系统多样性	꒚	꒚	U+A49A	YI RADICAL LYR	So	Yi	Yi Radicals	3.0	false	false	true	true	
1652	区块与文字系统多样性	꒛	꒛	U+A49B	YI RADICAL BBUT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1653	区块与文字系统多样性	꒜	꒜	U+A49C	YI RADICAL MOP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1654	区块与文字系统多样性	꒝	꒝	U+A49D	YI RADICAL YO	So	Yi	Yi Radicals	3.0	false	false	true	true	
1655	区块与文字系统多样性	꒞	꒞	U+A49E	YI RADICAL PUT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1656	区块与文字系统多样性	꒟	꒟	U+A49F	YI RADICAL HXUO	So	Yi	Yi Radicals	3.0	false	false	true	true	
1657	区块与文字系统多样性	꒠	꒠	U+A4A0	YI RADICAL TAT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1658	区块与文字系统多样性	꒡	꒡	U+A4A1	YI RADICAL GA	So	Yi	Yi Radicals	3.0	false	false	true	true	
1659	区块与文字系统多样性	꒣	꒣	U+A4A3	YI RADICAL CYT	So	Yi	Yi Radicals	3.2	false	false	true	true	
1660	区块与文字系统多样性	꒤	꒤	U+A4A4	YI RADICAL DDUR	So	Yi	Yi Radicals	3.0	false	false	true	true	
1661	区块与文字系统多样性	꒥	꒥	U+A4A5	YI RADICAL BUR	So	Yi	Yi Radicals	3.0	false	false	true	true	
1662	区块与文字系统多样性	꒦	꒦	U+A4A6	YI RADICAL GGUO	So	Yi	Yi Radicals	3.0	false	false	true	true	
1663	区块与文字系统多样性	꒧	꒧	U+A4A7	YI RADICAL NYOP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1664	区块与文字系统多样性	꒨	꒨	U+A4A8	YI RADICAL TU	So	Yi	Yi Radicals	3.0	false	false	true	true	
1665	区块与文字系统多样性	꒩	꒩	U+A4A9	YI RADICAL OP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1666	区块与文字系统多样性	꒪	꒪	U+A4AA	YI RADICAL JJUT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1667	区块与文字系统多样性	꒫	꒫	U+A4AB	YI RADICAL ZOT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1668	区块与文字系统多样性	꒬	꒬	U+A4AC	YI RADICAL PYT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1669	区块与文字系统多样性	꒭	꒭	U+A4AD	YI RADICAL HMO	So	Yi	Yi Radicals	3.0	false	false	true	true	
1670	区块与文字系统多样性	꒮	꒮	U+A4AE	YI RADICAL YIT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1671	区块与文字系统多样性	꒯	꒯	U+A4AF	YI RADICAL VUR	So	Yi	Yi Radicals	3.0	false	false	true	true	
1672	区块与文字系统多样性	꒰	꒰	U+A4B0	YI RADICAL SHY	So	Yi	Yi Radicals	3.0	false	false	true	true	
1673	区块与文字系统多样性	꒱	꒱	U+A4B1	YI RADICAL VEP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1674	区块与文字系统多样性	꒲	꒲	U+A4B2	YI RADICAL ZA	So	Yi	Yi Radicals	3.0	false	false	true	true	
1675	区块与文字系统多样性	꒳	꒳	U+A4B3	YI RADICAL JO	So	Yi	Yi Radicals	3.0	false	false	true	true	
1676	区块与文字系统多样性	꒵	꒵	U+A4B5	YI RADICAL JJY	So	Yi	Yi Radicals	3.0	false	false	true	true	
1677	区块与文字系统多样性	꒶	꒶	U+A4B6	YI RADICAL GOT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1678	区块与文字系统多样性	꒷	꒷	U+A4B7	YI RADICAL JJIE	So	Yi	Yi Radicals	3.0	false	false	true	true	
1679	区块与文字系统多样性	꒸	꒸	U+A4B8	YI RADICAL WO	So	Yi	Yi Radicals	3.0	false	false	true	true	
1680	区块与文字系统多样性	꒹	꒹	U+A4B9	YI RADICAL DU	So	Yi	Yi Radicals	3.0	false	false	true	true	
1681	区块与文字系统多样性	꒺	꒺	U+A4BA	YI RADICAL SHUR	So	Yi	Yi Radicals	3.0	false	false	true	true	
1682	区块与文字系统多样性	꒻	꒻	U+A4BB	YI RADICAL LIE	So	Yi	Yi Radicals	3.0	false	false	true	true	
1683	区块与文字系统多样性	꒼	꒼	U+A4BC	YI RADICAL CY	So	Yi	Yi Radicals	3.0	false	false	true	true	
1684	区块与文字系统多样性	꒽	꒽	U+A4BD	YI RADICAL CUOP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1685	区块与文字系统多样性	꒾	꒾	U+A4BE	YI RADICAL CIP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1686	区块与文字系统多样性	꒿	꒿	U+A4BF	YI RADICAL HXOP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1687	区块与文字系统多样性	꓀	꓀	U+A4C0	YI RADICAL SHAT	So	Yi	Yi Radicals	3.0	false	false	true	true	
1688	区块与文字系统多样性	꓁	꓁	U+A4C1	YI RADICAL ZUR	So	Yi	Yi Radicals	3.2	false	false	true	true	
1689	区块与文字系统多样性	꓂	꓂	U+A4C2	YI RADICAL SHOP	So	Yi	Yi Radicals	3.0	false	false	true	true	
1690	区块与文字系统多样性	꓃	꓃	U+A4C3	YI RADICAL CHE	So	Yi	Yi Radicals	3.0	false	false	true	true	
1691	区块与文字系统多样性	꓄	꓄	U+A4C4	YI RADICAL ZZIET	So	Yi	Yi Radicals	3.0	false	false	true	true	
1692	区块与文字系统多样性	꓅	꓅	U+A4C5	YI RADICAL NBIE	So	Yi	Yi Radicals	3.2	false	false	true	true	
1693	区块与文字系统多样性	꓆	꓆	U+A4C6	YI RADICAL KE	So	Yi	Yi Radicals	3.0	false	false	true	true	
1694	区块与文字系统多样性	꠨	꠨	U+A828	SYLOTI NAGRI POETRY MARK-1	So	Syloti_Nagri	Syloti Nagri	4.1	false	false	true	true	
1695	区块与文字系统多样性	꠩	꠩	U+A829	SYLOTI NAGRI POETRY MARK-2	So	Syloti_Nagri	Syloti Nagri	4.1	false	false	true	true	
1696	区块与文字系统多样性	꠪	꠪	U+A82A	SYLOTI NAGRI POETRY MARK-3	So	Syloti_Nagri	Syloti Nagri	4.1	false	false	true	true	
1697	区块与文字系统多样性	꠫	꠫	U+A82B	SYLOTI NAGRI POETRY MARK-4	So	Syloti_Nagri	Syloti Nagri	4.1	false	false	true	true	
1698	区块与文字系统多样性	꩷	꩷	U+AA77	MYANMAR SYMBOL AITON EXCLAMATION	So	Myanmar	Myanmar Extended-A	5.2	false	false	true	true	
1699	区块与文字系统多样性	꩸	꩸	U+AA78	MYANMAR SYMBOL AITON ONE	So	Myanmar	Myanmar Extended-A	5.2	false	false	true	true	
1700	区块与文字系统多样性	꩹	꩹	U+AA79	MYANMAR SYMBOL AITON TWO	So	Myanmar	Myanmar Extended-A	5.2	false	false	true	true	
1701	区块与文字系统多样性	﷽	﷽	U+FDFD	ARABIC LIGATURE BISMILLAH AR-RAHMAN AR-RAHEEM	So	Arabic	Arabic Presentation Forms-A	4.0	false	false	true	true	
1702	区块与文字系统多样性	𐫈	𐫈	U+10AC8	MANICHAEAN SIGN UD	So	Manichaean	Manichaean	7.0	false	false	true	true	
1703	区块与文字系统多样性	𑜿	𑜿	U+1173F	AHOM SYMBOL VI	So	Ahom	Ahom	8.0	false	false	true	true	
1704	区块与文字系统多样性	𑿕	𑿕	U+11FD5	TAMIL SIGN NEL	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1705	区块与文字系统多样性	𑿖	𑿖	U+11FD6	TAMIL SIGN CEVITU	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1706	区块与文字系统多样性	𑿗	𑿗	U+11FD7	TAMIL SIGN AAZHAAKKU	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1707	区块与文字系统多样性	𑿘	𑿘	U+11FD8	TAMIL SIGN UZHAKKU	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1708	区块与文字系统多样性	𑿙	𑿙	U+11FD9	TAMIL SIGN MUUVUZHAKKU	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1709	区块与文字系统多样性	𑿚	𑿚	U+11FDA	TAMIL SIGN KURUNI	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1710	区块与文字系统多样性	𑿛	𑿛	U+11FDB	TAMIL SIGN PATHAKKU	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1711	区块与文字系统多样性	𑿜	𑿜	U+11FDC	TAMIL SIGN MUKKURUNI	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1712	区块与文字系统多样性	𑿡	𑿡	U+11FE1	TAMIL SIGN PAARAM	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1713	区块与文字系统多样性	𑿢	𑿢	U+11FE2	TAMIL SIGN KUZHI	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1714	区块与文字系统多样性	𑿣	𑿣	U+11FE3	TAMIL SIGN VELI	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1715	区块与文字系统多样性	𑿤	𑿤	U+11FE4	TAMIL WET CULTIVATION SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1716	区块与文字系统多样性	𑿥	𑿥	U+11FE5	TAMIL DRY CULTIVATION SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1717	区块与文字系统多样性	𑿦	𑿦	U+11FE6	TAMIL LAND SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1718	区块与文字系统多样性	𑿧	𑿧	U+11FE7	TAMIL SALT PAN SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1719	区块与文字系统多样性	𑿨	𑿨	U+11FE8	TAMIL TRADITIONAL CREDIT SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1720	区块与文字系统多样性	𑿩	𑿩	U+11FE9	TAMIL TRADITIONAL NUMBER SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1721	区块与文字系统多样性	𑿪	𑿪	U+11FEA	TAMIL CURRENT SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1722	区块与文字系统多样性	𑿫	𑿫	U+11FEB	TAMIL AND ODD SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1723	区块与文字系统多样性	𑿬	𑿬	U+11FEC	TAMIL SPENT SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1724	区块与文字系统多样性	𑿭	𑿭	U+11FED	TAMIL TOTAL SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1725	区块与文字系统多样性	𑿮	𑿮	U+11FEE	TAMIL IN POSSESSION SIGN	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1726	区块与文字系统多样性	𑿰	𑿰	U+11FF0	TAMIL SIGN MUTHALIYA	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1727	区块与文字系统多样性	𑿱	𑿱	U+11FF1	TAMIL SIGN VAKAIYARAA	So	Tamil	Tamil Supplement	12.0	false	false	true	true	
1728	区块与文字系统多样性	𖬼	𖬼	U+16B3C	PAHAWH HMONG SIGN XYEEM NTXIV	So	Pahawh_Hmong	Pahawh Hmong	7.0	false	false	true	true	
1729	区块与文字系统多样性	𖬽	𖬽	U+16B3D	PAHAWH HMONG SIGN XYEEM RHO	So	Pahawh_Hmong	Pahawh Hmong	7.0	false	false	true	true	
1730	区块与文字系统多样性	𖬾	𖬾	U+16B3E	PAHAWH HMONG SIGN XYEEM TOV	So	Pahawh_Hmong	Pahawh Hmong	7.0	false	false	true	true	
1731	区块与文字系统多样性	𖬿	𖬿	U+16B3F	PAHAWH HMONG SIGN XYEEM FAIB	So	Pahawh_Hmong	Pahawh Hmong	7.0	false	false	true	true	
1732	区块与文字系统多样性	𖭅	𖭅	U+16B45	PAHAWH HMONG SIGN CIM TSOV ROG	So	Pahawh_Hmong	Pahawh Hmong	7.0	false	false	true	true	
1733	形态词命中	Ɲ	Ɲ	U+019D	LATIN CAPITAL LETTER N WITH LEFT HOOK	Lu	Latin	Latin Extended-B	1.1	false	false	true	true	方向,曲线
1734	形态词命中	ϒ	ϒ	U+03D2	GREEK UPSILON WITH HOOK SYMBOL	Lu	Greek	Greek and Coptic	1.1	false	false	true	true	方向,曲线
1735	形态词命中	ϓ	ϓ	U+03D3	GREEK UPSILON WITH ACUTE AND HOOK SYMBOL	Lu	Greek	Greek and Coptic	1.1	false	false	true	true	方向,曲线
1736	形态词命中	ϔ	ϔ	U+03D4	GREEK UPSILON WITH DIAERESIS AND HOOK SYMBOL	Lu	Greek	Greek and Coptic	1.1	false	false	true	true	方向,曲线
1737	形态词命中	Ͼ	Ͼ	U+03FE	GREEK CAPITAL DOTTED LUNATE SIGMA SYMBOL	Lu	Greek	Greek and Coptic	4.1	false	false	true	true	点
1738	形态词命中	Ͽ	Ͽ	U+03FF	GREEK CAPITAL REVERSED DOTTED LUNATE SIGMA SYMBOL	Lu	Greek	Greek and Coptic	4.1	false	false	true	true	点
1739	形态词命中	Ӻ	Ӻ	U+04FA	CYRILLIC CAPITAL LETTER GHE WITH STROKE AND HOOK	Lu	Cyrillic	Cyrillic	5.0	false	false	true	true	线,曲线
1740	形态词命中	Ԩ	Ԩ	U+0528	CYRILLIC CAPITAL LETTER EN WITH LEFT HOOK	Lu	Cyrillic	Cyrillic Supplement	7.0	false	false	true	true	方向,曲线
1741	形态词命中	Ⱡ	Ⱡ	U+2C60	LATIN CAPITAL LETTER L WITH DOUBLE BAR	Lu	Latin	Latin Extended-C	5.0	false	false	true	true	线,对称
1742	形态词命中	𐞘	𐞘	U+10798	MODIFIER LETTER SMALL DOTLESS J WITH STROKE AND HOOK	Lm	Latin	Latin Extended-F	14.0	false	false	true	true	点,线,曲线
1743	形态词命中	𐩽	𐩽	U+10A7D	OLD SOUTH ARABIAN NUMBER ONE	No	Old_South_Arabian	Old South Arabian	5.2	false	false	true	true	方向
1744	形态词命中	𐩾	𐩾	U+10A7E	OLD SOUTH ARABIAN NUMBER FIFTY	No	Old_South_Arabian	Old South Arabian	5.2	false	false	true	true	方向
1745	形态词命中	𐪝	𐪝	U+10A9D	OLD NORTH ARABIAN NUMBER ONE	No	Old_North_Arabian	Old North Arabian	7.0	false	false	true	true	方向
1746	形态词命中	𐪞	𐪞	U+10A9E	OLD NORTH ARABIAN NUMBER TEN	No	Old_North_Arabian	Old North Arabian	7.0	false	false	true	true	方向
1747	形态词命中	𐪟	𐪟	U+10A9F	OLD NORTH ARABIAN NUMBER TWENTY	No	Old_North_Arabian	Old North Arabian	7.0	false	false	true	true	方向
1748	形态词命中	𑇡	𑇡	U+111E1	SINHALA ARCHAIC DIGIT ONE	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1749	形态词命中	𑇢	𑇢	U+111E2	SINHALA ARCHAIC DIGIT TWO	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1750	形态词命中	𑇣	𑇣	U+111E3	SINHALA ARCHAIC DIGIT THREE	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1751	形态词命中	𑇤	𑇤	U+111E4	SINHALA ARCHAIC DIGIT FOUR	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1752	形态词命中	𑇥	𑇥	U+111E5	SINHALA ARCHAIC DIGIT FIVE	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1753	形态词命中	𑇦	𑇦	U+111E6	SINHALA ARCHAIC DIGIT SIX	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1754	形态词命中	𑇧	𑇧	U+111E7	SINHALA ARCHAIC DIGIT SEVEN	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1755	形态词命中	𑇨	𑇨	U+111E8	SINHALA ARCHAIC DIGIT EIGHT	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1756	形态词命中	𑇩	𑇩	U+111E9	SINHALA ARCHAIC DIGIT NINE	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1757	形态词命中	𑇪	𑇪	U+111EA	SINHALA ARCHAIC NUMBER TEN	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1758	形态词命中	𑇫	𑇫	U+111EB	SINHALA ARCHAIC NUMBER TWENTY	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1759	形态词命中	𑇬	𑇬	U+111EC	SINHALA ARCHAIC NUMBER THIRTY	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1760	形态词命中	𑇭	𑇭	U+111ED	SINHALA ARCHAIC NUMBER FORTY	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1761	形态词命中	𑇮	𑇮	U+111EE	SINHALA ARCHAIC NUMBER FIFTY	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1762	形态词命中	𑇯	𑇯	U+111EF	SINHALA ARCHAIC NUMBER SIXTY	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1763	形态词命中	𑇰	𑇰	U+111F0	SINHALA ARCHAIC NUMBER SEVENTY	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1764	形态词命中	𑇱	𑇱	U+111F1	SINHALA ARCHAIC NUMBER EIGHTY	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1765	形态词命中	𑇲	𑇲	U+111F2	SINHALA ARCHAIC NUMBER NINETY	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1766	形态词命中	𑇳	𑇳	U+111F3	SINHALA ARCHAIC NUMBER ONE HUNDRED	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1767	形态词命中	𑇴	𑇴	U+111F4	SINHALA ARCHAIC NUMBER ONE THOUSAND	No	Sinhala	Sinhala Archaic Numbers	7.0	false	false	true	true	线
1768	形态词命中	𑿔	𑿔	U+11FD4	TAMIL FRACTION DOWNSCALING FACTOR KIIZH	No	Tamil	Tamil Supplement	12.0	false	false	true	true	方向
1769	形态词命中	ɟ	ɟ	U+025F	LATIN SMALL LETTER DOTLESS J WITH STROKE	Ll	Latin	IPA Extensions	1.1	false	false	true	true	点,线
1770	形态词命中	ɲ	ɲ	U+0272	LATIN SMALL LETTER N WITH LEFT HOOK	Ll	Latin	IPA Extensions	1.1	false	false	true	true	方向,曲线
1771	形态词命中	ͼ	ͼ	U+037C	GREEK SMALL DOTTED LUNATE SIGMA SYMBOL	Ll	Greek	Greek and Coptic	5.0	false	false	true	true	点
1772	形态词命中	ͽ	ͽ	U+037D	GREEK SMALL REVERSED DOTTED LUNATE SIGMA SYMBOL	Ll	Greek	Greek and Coptic	5.0	false	false	true	true	点
1773	形态词命中	ӻ	ӻ	U+04FB	CYRILLIC SMALL LETTER GHE WITH STROKE AND HOOK	Ll	Cyrillic	Cyrillic	5.0	false	false	true	true	线,曲线
1774	形态词命中	ԩ	ԩ	U+0529	CYRILLIC SMALL LETTER EN WITH LEFT HOOK	Ll	Cyrillic	Cyrillic Supplement	7.0	false	false	true	true	方向,曲线
1775	形态词命中	ᵳ	ᵳ	U+1D73	LATIN SMALL LETTER R WITH FISHHOOK AND MIDDLE TILDE	Ll	Latin	Phonetic Extensions	4.1	false	false	true	true	线,曲线
1776	形态词命中	ᵿ	ᵿ	U+1D7F	LATIN SMALL LETTER UPSILON WITH STROKE	Ll	Latin	Phonetic Extensions	4.1	false	false	true	true	线,方向
1777	形态词命中	ẚ	ẚ	U+1E9A	LATIN SMALL LETTER A WITH RIGHT HALF RING	Ll	Latin	Latin Extended Additional	1.1	false	false	true	true	圆,方向
1778	形态词命中	ⱡ	ⱡ	U+2C61	LATIN SMALL LETTER L WITH DOUBLE BAR	Ll	Latin	Latin Extended-C	5.0	false	false	true	true	线,对称
1779	形态词命中	ⱱ	ⱱ	U+2C71	LATIN SMALL LETTER V WITH RIGHT HOOK	Ll	Latin	Latin Extended-C	5.1	false	false	true	true	方向,曲线
1780	形态词命中	ꬸ	ꬸ	U+AB38	LATIN SMALL LETTER L WITH DOUBLE MIDDLE TILDE	Ll	Latin	Latin Extended-E	7.0	false	false	true	true	线,对称
1781	形态词命中	ꭊ	ꭊ	U+AB4A	LATIN SMALL LETTER DOUBLE R WITH CROSSED-TAIL	Ll	Latin	Latin Extended-E	7.0	false	false	true	true	对称
1782	形态词命中	ꭏ	ꭏ	U+AB4F	LATIN SMALL LETTER U BAR WITH SHORT RIGHT LEG	Ll	Latin	Latin Extended-E	7.0	false	false	true	true	线,方向
1783	形态词命中	ꭒ	ꭒ	U+AB52	LATIN SMALL LETTER U WITH LEFT HOOK	Ll	Latin	Latin Extended-E	7.0	false	false	true	true	方向,曲线
1784	形态词命中	ꭔ	ꭔ	U+AB54	LATIN SMALL LETTER CHI WITH LOW RIGHT RING	Ll	Latin	Latin Extended-E	7.0	false	false	true	true	圆,方向
1785	形态词命中	ꭖ	ꭖ	U+AB56	LATIN SMALL LETTER X WITH LOW RIGHT RING	Ll	Latin	Latin Extended-E	7.0	false	false	true	true	圆,方向
1786	形态词命中	𝼋	𝼋	U+1DF0B	LATIN SMALL LETTER ESH WITH DOUBLE BAR	Ll	Latin	Latin Extended-G	14.0	false	false	true	true	线,对称
1787	形态词命中	𝼚	𝼚	U+1DF1A	LATIN SMALL LETTER I WITH STROKE AND RETROFLEX HOOK	Ll	Latin	Latin Extended-G	14.0	false	false	true	true	线,曲线
1788	形态词命中	𝼥	𝼥	U+1DF25	LATIN SMALL LETTER D WITH MID-HEIGHT LEFT HOOK	Ll	Latin	Latin Extended-G	15.0	false	false	true	true	方向,曲线
1789	形态词命中	𝼦	𝼦	U+1DF26	LATIN SMALL LETTER L WITH MID-HEIGHT LEFT HOOK	Ll	Latin	Latin Extended-G	15.0	false	false	true	true	方向,曲线
1790	形态词命中	𝼧	𝼧	U+1DF27	LATIN SMALL LETTER N WITH MID-HEIGHT LEFT HOOK	Ll	Latin	Latin Extended-G	15.0	false	false	true	true	方向,曲线
1791	形态词命中	𝼨	𝼨	U+1DF28	LATIN SMALL LETTER R WITH MID-HEIGHT LEFT HOOK	Ll	Latin	Latin Extended-G	15.0	false	false	true	true	方向,曲线
1792	形态词命中	𝼩	𝼩	U+1DF29	LATIN SMALL LETTER S WITH MID-HEIGHT LEFT HOOK	Ll	Latin	Latin Extended-G	15.0	false	false	true	true	方向,曲线
1793	形态词命中	𝼪	𝼪	U+1DF2A	LATIN SMALL LETTER T WITH MID-HEIGHT LEFT HOOK	Ll	Latin	Latin Extended-G	15.0	false	false	true	true	方向,曲线
