char	codepoint	unicode_name	category	block	prefix	visual_cluster	main_key	main_shape	preferred_state_key	state_cluster	state_key	state_shape	input_code	classification_reason	rebalanced	cluster_distance	aspect	density	source	status	algorithm
⦹	U+29B9	CIRCLED PERPENDICULAR	Sm	math-symbols-b	dd	6	z	阶梯锯齿	s	1	s	对称	ddzs	math-symbols-b视觉聚类C6;状态组S1	false	0.130855	1.1667	0.2141	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⦺	U+29BA	CIRCLE DIVIDED BY HORIZONTAL BAR AND TOP HALF DIVIDED BY VERTICAL BAR	Sm	math-symbols-b	dd	6	z	阶梯锯齿	s	1	s	对称	ddzs	math-symbols-b视觉聚类C6;状态组S1	false	0.183476	1.1667	0.2214	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⦻	U+29BB	CIRCLE WITH SUPERIMPOSED X	Sm	math-symbols-b	dd	14	f	人物轮廓	s	0	s	对称	ddfs	math-symbols-b视觉聚类C14;状态组S0	false	0.191287	1.1667	0.2566	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⦼	U+29BC	CIRCLED ANTICLOCKWISE-ROTATED DIVISION SIGN	Sm	math-symbols-b	dd	6	z	阶梯锯齿	s	1	s	对称	ddzs	math-symbols-b视觉聚类C6;状态组S1	false	0.175048	1.1667	0.2201	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⦽	U+29BD	UP ARROW THROUGH CIRCLE	Sm	math-symbols-b	dd	19	a	角折	s	0	s	对称	ddas	math-symbols-b视觉聚类C19;状态组S0	false	0.333974	0.9231	0.1926	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⦾	U+29BE	CIRCLED WHITE BULLET	Sm	math-symbols-b	dd	20	e	椭圆	i	0	c	闭合	ddec	math-symbols-b视觉聚类C20;状态组S0	true	0.114300	1.1667	0.2318	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⦿	U+29BF	CIRCLED BULLET	Sm	math-symbols-b	dd	20	o	圆环	i	0	i	内含	ddoi	用户锚点：⦿=ddoi	true	0.230072	1.1667	0.3046	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧀	U+29C0	CIRCLED LESS-THAN	Sm	math-symbols-b	dd	20	e	椭圆	i	0	c	闭合	ddec	math-symbols-b视觉聚类C20;状态组S0	true	0.141869	1.1667	0.2188	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧁	U+29C1	CIRCLED GREATER-THAN	Sm	math-symbols-b	dd	20	e	椭圆	i	1	i	内含	ddei	math-symbols-b视觉聚类C20;状态组S1	false	0.142538	1.1667	0.2178	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧂	U+29C2	CIRCLE WITH SMALL CIRCLE TO THE RIGHT	Sm	math-symbols-b	dd	25	q	其他	s	0	s	对称	ddqs	math-symbols-b视觉聚类C25;状态组S0	false	0.307883	1.3472	0.1628	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧃	U+29C3	CIRCLE WITH TWO HORIZONTAL STROKES TO THE RIGHT	Sm	math-symbols-b	dd	25	q	其他	s	0	s	对称	ddqs	math-symbols-b视觉聚类C25;状态组S0	false	0.322395	1.3472	0.1628	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧄	U+29C4	SQUARED RISING DIAGONAL SLASH	Sm	math-symbols-b	dd	8	m	复合	s	1	s	对称	ddms	math-symbols-b视觉聚类C8;状态组S1	false	0.247183	1.1961	0.3147	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧅	U+29C5	SQUARED FALLING DIAGONAL SLASH	Sm	math-symbols-b	dd	14	f	人物轮廓	s	0	s	对称	ddfs	math-symbols-b视觉聚类C14;状态组S0	false	0.740036	1.1961	0.3147	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧆	U+29C6	SQUARED ASTERISK	Sm	math-symbols-b	dd	8	m	复合	s	1	s	对称	ddms	math-symbols-b视觉聚类C8;状态组S1	false	0.179906	1.1961	0.3237	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧇	U+29C7	SQUARED SMALL CIRCLE	Sm	math-symbols-b	dd	8	m	复合	s	1	s	对称	ddms	math-symbols-b视觉聚类C8;状态组S1	false	0.119700	1.1961	0.3128	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧈	U+29C8	SQUARED SQUARE	Sm	math-symbols-b	dd	8	m	复合	s	1	s	对称	ddms	math-symbols-b视觉聚类C8;状态组S1	false	0.217017	1.1961	0.3468	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧉	U+29C9	TWO JOINED SQUARES	Sm	math-symbols-b	dd	24	c	曲弧	s	1	o	外包	ddco	math-symbols-b视觉聚类C24;状态组S1	true	1.081511	1.1184	0.2350	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧊	U+29CA	TRIANGLE WITH DOT ABOVE	Sm	math-symbols-b	dd	10	t	三角尖形	s	0	b	下重	ddtb	math-symbols-b视觉聚类C10;状态组S0	true	0.395324	0.9844	0.1724	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧋	U+29CB	TRIANGLE WITH UNDERBAR	Sm	math-symbols-b	dd	10	t	三角尖形	s	0	b	下重	ddtb	math-symbols-b视觉聚类C10;状态组S0	true	0.257423	1.0328	0.2095	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧌	U+29CC	S IN TRIANGLE	Sm	math-symbols-b	dd	10	t	三角尖形	s	1	s	对称	ddts	math-symbols-b视觉聚类C10;状态组S1	false	0.565330	1.2115	0.2094	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧍	U+29CD	TRIANGLE WITH SERIFS AT BOTTOM	Sm	math-symbols-b	dd	11	w	波浪流线	s	0	s	对称	ddws	math-symbols-b视觉聚类C11;状态组S0	false	0.458500	1.2115	0.2039	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧎	U+29CE	RIGHT TRIANGLE ABOVE LEFT TRIANGLE	Sm	math-symbols-b	dd	16	d	点状	s	0	o	外包	dddo	math-symbols-b视觉聚类C16;状态组S0	true	0.605323	1.0678	0.2392	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧏	U+29CF	LEFT TRIANGLE BESIDE VERTICAL BAR	Sm	math-symbols-b	dd	18	p	螺旋回环	s	1	s	对称	ddps	math-symbols-b视觉聚类C18;状态组S1	false	0.370284	1.7949	0.2092	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧐	U+29D0	VERTICAL BAR BESIDE RIGHT TRIANGLE	Sm	math-symbols-b	dd	1	l	线条	s	0	s	对称	ddls	math-symbols-b视觉聚类C1;状态组S0	false	0.389310	1.7949	0.2154	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧑	U+29D1	BOWTIE WITH LEFT HALF BLACK	Sm	math-symbols-b	dd	12	k	绳结	s	1	s	对称	ddks	math-symbols-b视觉聚类C12;状态组S1	false	0.167978	1.4468	0.2425	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧒	U+29D2	BOWTIE WITH RIGHT HALF BLACK	Sm	math-symbols-b	dd	12	k	绳结	s	0	x	穿过交叠	ddkx	math-symbols-b视觉聚类C12;状态组S0	true	0.166034	1.4468	0.2450	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧓	U+29D3	BLACK BOWTIE	Sm	math-symbols-b	dd	12	k	绳结	s	1	s	对称	ddks	math-symbols-b视觉聚类C12;状态组S1	false	0.117191	1.4468	0.2938	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧔	U+29D4	TIMES WITH LEFT HALF BLACK	Sm	math-symbols-b	dd	12	k	绳结	s	0	x	穿过交叠	ddkx	math-symbols-b视觉聚类C12;状态组S0	true	0.298523	1.4468	0.2156	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧕	U+29D5	TIMES WITH RIGHT HALF BLACK	Sm	math-symbols-b	dd	12	k	绳结	s	1	s	对称	ddks	math-symbols-b视觉聚类C12;状态组S1	false	0.260040	1.4468	0.2168	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧖	U+29D6	WHITE HOURGLASS	Sm	math-symbols-b	dd	23	h	枝杈	s	1	x	穿过交叠	ddhx	math-symbols-b视觉聚类C23;状态组S1	true	0.285296	0.8929	0.2243	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧗	U+29D7	BLACK HOURGLASS	Sm	math-symbols-b	dd	23	h	枝杈	s	1	x	穿过交叠	ddhx	math-symbols-b视觉聚类C23;状态组S1	true	0.467840	0.8929	0.3364	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧘	U+29D8	LEFT WIGGLY FENCE	Ps	math-symbols-b	dd	15	u	容器U形	s	1	v	纵向	dduv	math-symbols-b视觉聚类C15;状态组S1	true	0.075005	0.4545	0.1197	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧙	U+29D9	RIGHT WIGGLY FENCE	Pe	math-symbols-b	dd	19	a	角折	s	0	s	对称	ddas	math-symbols-b视觉聚类C19;状态组S0	false	0.190967	0.4545	0.1202	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧚	U+29DA	LEFT DOUBLE WIGGLY FENCE	Ps	math-symbols-b	dd	9	o	圆环	s	1	s	对称	ddos	math-symbols-b视觉聚类C9;状态组S1	false	0.155080	0.6364	0.1732	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧛	U+29DB	RIGHT DOUBLE WIGGLY FENCE	Pe	math-symbols-b	dd	5	g	动物有机体	s	0	s	对称	ddgs	math-symbols-b视觉聚类C5;状态组S0	false	0.414760	0.6364	0.1667	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧜	U+29DC	INCOMPLETE INFINITY	Sm	math-symbols-b	dd	7	r	放射星芒	s	1	s	对称	ddrs	math-symbols-b视觉聚类C7;状态组S1	false	0.286803	1.6222	0.1613	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧝	U+29DD	TIE OVER INFINITY	Sm	math-symbols-b	dd	16	d	点状	s	0	o	外包	dddo	math-symbols-b视觉聚类C16;状态组S0	true	0.503385	1.3036	0.2109	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧞	U+29DE	INFINITY NEGATED WITH VERTICAL BAR	Sm	math-symbols-b	dd	7	r	放射星芒	s	1	s	对称	ddrs	math-symbols-b视觉聚类C7;状态组S1	false	0.242067	1.3036	0.2182	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧟	U+29DF	DOUBLE-ENDED MULTIMAP	Sm	math-symbols-b	dd	3	i	细柱	s	1	s	对称	ddis	math-symbols-b视觉聚类C3;状态组S1	false	0.181477	2.4634	0.1760	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧠	U+29E0	SQUARE WITH CONTOURED OUTLINE	Sm	math-symbols-b	dd	8	m	复合	i	0	i	内含	ddmi	math-symbols-b视觉聚类C8;状态组S0	false	0.360238	1.1961	0.2523	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧡	U+29E1	INCREASES AS	Sm	math-symbols-b	dd	2	y	分叉翼形	s	0	x	穿过交叠	ddyx	math-symbols-b视觉聚类C2;状态组S0	true	0.702566	1.5366	0.2846	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧢	U+29E2	SHUFFLE PRODUCT	Sm	math-symbols-b	dd	1	l	线条	s	1	q	倾斜	ddlq	math-symbols-b视觉聚类C1;状态组S1	true	0.408996	1.9118	0.2561	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧣	U+29E3	EQUALS SIGN AND SLANTED PARALLEL	Sm	math-symbols-b	dd	7	r	放射星芒	s	0	x	穿过交叠	ddrx	math-symbols-b视觉聚类C7;状态组S0	true	0.563156	1.2037	0.2285	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧤	U+29E4	EQUALS SIGN AND SLANTED PARALLEL WITH TILDE ABOVE	Sm	math-symbols-b	dd	18	p	螺旋回环	s	0	x	穿过交叠	ddpx	math-symbols-b视觉聚类C18;状态组S0	true	0.443438	0.9701	0.2135	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧥	U+29E5	IDENTICAL TO AND SLANTED PARALLEL	Sm	math-symbols-b	dd	2	y	分叉翼形	s	0	x	穿过交叠	ddyx	math-symbols-b视觉聚类C2;状态组S0	true	0.525910	1.1017	0.2694	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧦	U+29E6	GLEICH STARK	Sm	math-symbols-b	dd	4	n	成列成排	s	1	o	外包	ddno	math-symbols-b视觉聚类C4;状态组S1	true	0.870599	1.3542	0.2391	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧧	U+29E7	THERMODYNAMIC	Sm	math-symbols-b	dd	7	r	放射星芒	s	1	s	对称	ddrs	math-symbols-b视觉聚类C7;状态组S1	false	0.290170	0.9615	0.2015	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧨	U+29E8	DOWN-POINTING TRIANGLE WITH LEFT HALF BLACK	Sm	math-symbols-b	dd	17	j	钩弯	s	0	s	对称	ddjs	math-symbols-b视觉聚类C17;状态组S0	false	0.433851	1.2353	0.2222	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧩	U+29E9	DOWN-POINTING TRIANGLE WITH RIGHT HALF BLACK	Sm	math-symbols-b	dd	17	j	钩弯	s	0	s	对称	ddjs	math-symbols-b视觉聚类C17;状态组S0	false	0.440491	1.2353	0.2222	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧪	U+29EA	BLACK DIAMOND WITH DOWN ARROW	Sm	math-symbols-b	dd	21	b	块面	s	1	x	穿过交叠	ddbx	math-symbols-b视觉聚类C21;状态组S1	true	0.325866	0.9054	0.2975	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧫	U+29EB	BLACK LOZENGE	Sm	math-symbols-b	dd	21	b	块面	s	1	x	穿过交叠	ddbx	math-symbols-b视觉聚类C21;状态组S1	true	0.178327	0.7903	0.3167	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧬	U+29EC	WHITE CIRCLE WITH DOWN ARROW	Sm	math-symbols-b	dd	0	x	交叉	s	1	s	对称	ddxs	math-symbols-b视觉聚类C0;状态组S1	false	0.522096	0.9351	0.1797	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧭	U+29ED	BLACK CIRCLE WITH DOWN ARROW	Sm	math-symbols-b	dd	17	j	钩弯	s	0	s	对称	ddjs	math-symbols-b视觉聚类C17;状态组S0	false	0.609798	0.9351	0.4349	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧮	U+29EE	ERROR-BARRED WHITE SQUARE	Sm	math-symbols-b	dd	23	h	枝杈	s	0	s	对称	ddhs	math-symbols-b视觉聚类C23;状态组S0	false	0.459003	0.7273	0.2474	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧯	U+29EF	ERROR-BARRED BLACK SQUARE	Sm	math-symbols-b	dd	21	b	块面	s	0	s	对称	ddbs	math-symbols-b视觉聚类C21;状态组S0	false	0.172550	0.7273	0.4165	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧰	U+29F0	ERROR-BARRED WHITE DIAMOND	Sm	math-symbols-b	dd	18	p	螺旋回环	s	1	s	对称	ddps	math-symbols-b视觉聚类C18;状态组S1	false	0.304077	0.7273	0.2015	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧱	U+29F1	ERROR-BARRED BLACK DIAMOND	Sm	math-symbols-b	dd	21	b	块面	s	0	s	对称	ddbs	math-symbols-b视觉聚类C21;状态组S0	false	0.176083	0.7273	0.2920	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧲	U+29F2	ERROR-BARRED WHITE CIRCLE	Sm	math-symbols-b	dd	5	g	动物有机体	s	1	o	外包	ddgo	math-symbols-b视觉聚类C5;状态组S1	true	0.407795	0.7273	0.2203	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧳	U+29F3	ERROR-BARRED BLACK CIRCLE	Sm	math-symbols-b	dd	21	b	块面	s	0	s	对称	ddbs	math-symbols-b视觉聚类C21;状态组S0	false	0.098791	0.7273	0.3690	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧴	U+29F4	RULE-DELAYED	Sm	math-symbols-b	dd	3	i	细柱	s	0	g	缺口开放	ddig	math-symbols-b视觉聚类C3;状态组S0	true	0.273571	1.5319	0.1368	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧵	U+29F5	REVERSE SOLIDUS OPERATOR	Sm	math-symbols-b	dd	1	l	线条	s	1	q	倾斜	ddlq	math-symbols-b视觉聚类C1;状态组S1	true	0.301972	0.6104	0.0995	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧶	U+29F6	SOLIDUS WITH OVERBAR	Sm	math-symbols-b	dd	24	c	曲弧	s	0	s	对称	ddcs	math-symbols-b视觉聚类C24;状态组S0	false	0.275117	0.5529	0.1247	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧷	U+29F7	REVERSE SOLIDUS WITH HORIZONTAL STROKE	Sm	math-symbols-b	dd	1	l	线条	s	1	q	倾斜	ddlq	math-symbols-b视觉聚类C1;状态组S1	true	0.314372	0.6104	0.1163	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧸	U+29F8	BIG SOLIDUS	Sm	math-symbols-b	dd	24	c	曲弧	s	0	s	对称	ddcs	math-symbols-b视觉聚类C24;状态组S0	false	0.212578	0.4510	0.0778	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧹	U+29F9	BIG REVERSE SOLIDUS	Sm	math-symbols-b	dd	15	u	容器U形	s	1	v	纵向	dduv	math-symbols-b视觉聚类C15;状态组S1	true	0.092258	0.4510	0.0779	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧺	U+29FA	DOUBLE PLUS	Sm	math-symbols-b	dd	16	d	点状	s	1	s	对称	ddds	math-symbols-b视觉聚类C16;状态组S1	false	0.469491	1.1818	0.2053	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
⧻	U+29FB	TRIPLE PLUS	Sm	math-symbols-b	dd	2	y	分叉翼形	s	0	x	穿过交叠	ddyx	math-symbols-b视觉聚类C2;状态组S0	true	0.644672	1.1818	0.2641	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-00-Basic Multilingual Plane/block-u2980-u29ff-miscellaneous-mathematical-symbols-b.md	machine-initial-v1	visual-balanced-unicode-block-v1
