char	codepoint	unicode_name	category	block	prefix	visual_cluster	main_key	main_shape	preferred_state_key	state_cluster	state_key	state_shape	input_code	classification_reason	rebalanced	cluster_distance	aspect	density	source	status	algorithm
𒀀	U+12000	CUNEIFORM SIGN A	Lo	cuneiform	mv	7	r	放射星芒	s	2	s	对称	mvrs	cuneiform视觉聚类C7;状态组S2	false	1.093123	0.8571	0.1948	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀁	U+12001	CUNEIFORM SIGN A TIMES A	Lo	cuneiform	mv	18	p	螺旋回环	s	0	m	重复多部件	mvpm	cuneiform视觉聚类C18;状态组S0	true	1.571200	1.2286	0.2233	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀂	U+12002	CUNEIFORM SIGN A TIMES BAD	Lo	cuneiform	mv	18	p	螺旋回环	s	1	x	穿过交叠	mvpx	cuneiform视觉聚类C18;状态组S1	true	0.754408	1.2571	0.1825	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀃	U+12003	CUNEIFORM SIGN A TIMES GAN2 TENU	Lo	cuneiform	mv	18	p	螺旋回环	s	1	x	穿过交叠	mvpx	cuneiform视觉聚类C18;状态组S1	true	0.546324	1.4000	0.2484	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀄	U+12004	CUNEIFORM SIGN A TIMES HA	Lo	cuneiform	mv	14	f	人物轮廓	s	1	g	缺口开放	mvfg	cuneiform视觉聚类C14;状态组S1	true	0.488280	1.4714	0.2230	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀅	U+12005	CUNEIFORM SIGN A TIMES IGI	Lo	cuneiform	mv	18	p	螺旋回环	s	1	x	穿过交叠	mvpx	cuneiform视觉聚类C18;状态组S1	true	0.563343	1.3286	0.2131	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀆	U+12006	CUNEIFORM SIGN A TIMES LAGAR GUNU	Lo	cuneiform	mv	25	q	其他	s	0	p	成对	mvqp	cuneiform视觉聚类C25;状态组S0	true	0.421005	1.5429	0.2687	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀇	U+12007	CUNEIFORM SIGN A TIMES MUSH	Lo	cuneiform	mv	25	q	其他	s	0	p	成对	mvqp	cuneiform视觉聚类C25;状态组S0	true	0.319394	1.7714	0.2224	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀈	U+12008	CUNEIFORM SIGN A TIMES SAG	Lo	cuneiform	mv	25	q	其他	s	0	p	成对	mvqp	cuneiform视觉聚类C25;状态组S0	true	0.372093	1.6000	0.2657	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀉	U+12009	CUNEIFORM SIGN A2	Lo	cuneiform	mv	14	f	人物轮廓	s	1	g	缺口开放	mvfg	cuneiform视觉聚类C14;状态组S1	true	0.409424	1.4444	0.3235	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀊	U+1200A	CUNEIFORM SIGN AB	Lo	cuneiform	mv	5	g	动物有机体	s	1	s	对称	mvgs	cuneiform视觉聚类C5;状态组S1	false	0.106789	1.6000	0.1920	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀋	U+1200B	CUNEIFORM SIGN AB TIMES ASH2	Lo	cuneiform	mv	5	g	动物有机体	s	2	x	穿过交叠	mvgx	cuneiform视觉聚类C5;状态组S2	true	0.061802	1.6000	0.2500	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀌	U+1200C	CUNEIFORM SIGN AB TIMES DUN3 GUNU	Lo	cuneiform	mv	6	z	阶梯锯齿	s	0	s	对称	mvzs	cuneiform视觉聚类C6;状态组S0	false	0.351417	1.6000	0.2365	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀍	U+1200D	CUNEIFORM SIGN AB TIMES GAL	Lo	cuneiform	mv	6	z	阶梯锯齿	s	1	x	穿过交叠	mvzx	cuneiform视觉聚类C6;状态组S1	true	0.423349	1.6714	0.2438	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀎	U+1200E	CUNEIFORM SIGN AB TIMES GAN2 TENU	Lo	cuneiform	mv	5	g	动物有机体	s	2	x	穿过交叠	mvgx	cuneiform视觉聚类C5;状态组S2	true	0.066775	1.6000	0.2536	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀏	U+1200F	CUNEIFORM SIGN AB TIMES HA	Lo	cuneiform	mv	5	g	动物有机体	s	2	x	穿过交叠	mvgx	cuneiform视觉聚类C5;状态组S2	true	0.051071	1.6000	0.2406	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀐	U+12010	CUNEIFORM SIGN AB TIMES IGI GUNU	Lo	cuneiform	mv	5	g	动物有机体	s	2	x	穿过交叠	mvgx	cuneiform视觉聚类C5;状态组S2	true	0.087966	1.6000	0.2597	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀑	U+12011	CUNEIFORM SIGN AB TIMES IMIN	Lo	cuneiform	mv	5	g	动物有机体	s	0	w	宽展	mvgw	cuneiform视觉聚类C5;状态组S0	true	0.044466	1.6000	0.2337	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀒	U+12012	CUNEIFORM SIGN AB TIMES LAGAB	Lo	cuneiform	mv	5	g	动物有机体	s	0	w	宽展	mvgw	cuneiform视觉聚类C5;状态组S0	true	0.067939	1.6000	0.2318	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀓	U+12013	CUNEIFORM SIGN AB TIMES SHESH	Lo	cuneiform	mv	5	g	动物有机体	s	0	w	宽展	mvgw	cuneiform视觉聚类C5;状态组S0	true	0.086387	1.6000	0.2483	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀔	U+12014	CUNEIFORM SIGN AB TIMES U PLUS U PLUS U	Lo	cuneiform	mv	5	g	动物有机体	s	2	x	穿过交叠	mvgx	cuneiform视觉聚类C5;状态组S2	true	0.070812	1.6000	0.2494	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀕	U+12015	CUNEIFORM SIGN AB GUNU	Lo	cuneiform	mv	5	g	动物有机体	s	0	w	宽展	mvgw	cuneiform视觉聚类C5;状态组S0	true	0.074405	1.6000	0.2247	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀖	U+12016	CUNEIFORM SIGN AB2	Lo	cuneiform	mv	11	w	波浪流线	s	2	s	对称	mvws	cuneiform视觉聚类C11;状态组S2	false	0.190495	1.6071	0.1479	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀗	U+12017	CUNEIFORM SIGN AB2 TIMES BALAG	Lo	cuneiform	mv	11	w	波浪流线	s	2	s	对称	mvws	cuneiform视觉聚类C11;状态组S2	false	0.311778	1.8571	0.2318	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀘	U+12018	CUNEIFORM SIGN AB2 TIMES GAN2 TENU	Lo	cuneiform	mv	11	w	波浪流线	s	2	s	对称	mvws	cuneiform视觉聚类C11;状态组S2	false	0.214096	1.5952	0.1921	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀙	U+12019	CUNEIFORM SIGN AB2 TIMES ME PLUS EN	Lo	cuneiform	mv	11	w	波浪流线	s	2	s	对称	mvws	cuneiform视觉聚类C11;状态组S2	false	0.346461	1.5056	0.2211	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀚	U+1201A	CUNEIFORM SIGN AB2 TIMES SHA3	Lo	cuneiform	mv	11	w	波浪流线	s	2	s	对称	mvws	cuneiform视觉聚类C11;状态组S2	false	0.214877	1.5952	0.2049	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀛	U+1201B	CUNEIFORM SIGN AB2 TIMES TAK4	Lo	cuneiform	mv	11	w	波浪流线	s	0	o	外包	mvwo	cuneiform视觉聚类C11;状态组S0	true	0.246462	1.5952	0.2007	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀜	U+1201C	CUNEIFORM SIGN AD	Lo	cuneiform	mv	6	z	阶梯锯齿	s	0	s	对称	mvzs	cuneiform视觉聚类C6;状态组S0	false	0.440303	1.6000	0.2764	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀝	U+1201D	CUNEIFORM SIGN AK	Lo	cuneiform	mv	6	z	阶梯锯齿	s	2	w	宽展	mvzw	cuneiform视觉聚类C6;状态组S2	true	0.269150	1.9571	0.2392	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀞	U+1201E	CUNEIFORM SIGN AK TIMES ERIN2	Lo	cuneiform	mv	6	z	阶梯锯齿	s	2	w	宽展	mvzw	cuneiform视觉聚类C6;状态组S2	true	0.245878	1.8267	0.2254	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀟	U+1201F	CUNEIFORM SIGN AK TIMES SHITA PLUS GISH	Lo	cuneiform	mv	6	z	阶梯锯齿	s	2	w	宽展	mvzw	cuneiform视觉聚类C6;状态组S2	true	0.257328	1.8267	0.2592	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀠	U+12020	CUNEIFORM SIGN AL	Lo	cuneiform	mv	10	t	三角尖形	s	2	w	宽展	mvtw	cuneiform视觉聚类C10;状态组S2	true	0.048807	1.7143	0.2239	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀡	U+12021	CUNEIFORM SIGN AL TIMES AL	Lo	cuneiform	mv	10	t	三角尖形	s	0	x	穿过交叠	mvtx	cuneiform视觉聚类C10;状态组S0	true	0.058743	1.7143	0.2721	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀢	U+12022	CUNEIFORM SIGN AL TIMES DIM2	Lo	cuneiform	mv	10	t	三角尖形	s	2	w	宽展	mvtw	cuneiform视觉聚类C10;状态组S2	true	0.083673	1.7143	0.2713	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀣	U+12023	CUNEIFORM SIGN AL TIMES GISH	Lo	cuneiform	mv	10	t	三角尖形	s	0	x	穿过交叠	mvtx	cuneiform视觉聚类C10;状态组S0	true	0.040656	1.7143	0.2536	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀤	U+12024	CUNEIFORM SIGN AL TIMES HA	Lo	cuneiform	mv	10	t	三角尖形	s	0	x	穿过交叠	mvtx	cuneiform视觉聚类C10;状态组S0	true	0.065785	1.7143	0.2762	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀥	U+12025	CUNEIFORM SIGN AL TIMES KAD3	Lo	cuneiform	mv	10	t	三角尖形	s	0	x	穿过交叠	mvtx	cuneiform视觉聚类C10;状态组S0	true	0.091785	1.7143	0.2875	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀦	U+12026	CUNEIFORM SIGN AL TIMES KI	Lo	cuneiform	mv	10	t	三角尖形	s	0	x	穿过交叠	mvtx	cuneiform视觉聚类C10;状态组S0	true	0.049728	1.7143	0.2699	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀧	U+12027	CUNEIFORM SIGN AL TIMES SHE	Lo	cuneiform	mv	10	t	三角尖形	s	2	w	宽展	mvtw	cuneiform视觉聚类C10;状态组S2	true	0.045819	1.7143	0.2432	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀨	U+12028	CUNEIFORM SIGN AL TIMES USH	Lo	cuneiform	mv	10	t	三角尖形	s	2	w	宽展	mvtw	cuneiform视觉聚类C10;状态组S2	true	0.059062	1.7143	0.2632	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀩	U+12029	CUNEIFORM SIGN ALAN	Lo	cuneiform	mv	20	e	椭圆	s	0	s	对称	mves	cuneiform视觉聚类C20;状态组S0	false	0.366267	1.8784	0.2872	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀪	U+1202A	CUNEIFORM SIGN ALEPH	Lo	cuneiform	mv	2	y	分叉翼形	s	2	o	外包	mvyo	cuneiform视觉聚类C2;状态组S2	true	0.676515	1.0649	0.1723	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀫	U+1202B	CUNEIFORM SIGN AMAR	Lo	cuneiform	mv	24	c	曲弧	s	0	o	外包	mvco	cuneiform视觉聚类C24;状态组S0	true	0.455003	1.3735	0.1546	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀬	U+1202C	CUNEIFORM SIGN AMAR TIMES SHE	Lo	cuneiform	mv	24	c	曲弧	s	2	s	对称	mvcs	cuneiform视觉聚类C24;状态组S2	false	0.430938	1.3735	0.2164	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀭	U+1202D	CUNEIFORM SIGN AN	Lo	cuneiform	mv	15	u	容器U形	s	2	x	穿过交叠	mvux	cuneiform视觉聚类C15;状态组S2	true	1.011648	1.1857	0.2343	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀮	U+1202E	CUNEIFORM SIGN AN OVER AN	Lo	cuneiform	mv	2	y	分叉翼形	s	0	s	对称	mvys	cuneiform视觉聚类C2;状态组S0	false	0.484195	0.7021	0.2445	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀯	U+1202F	CUNEIFORM SIGN AN THREE TIMES	Lo	cuneiform	mv	19	a	角折	s	2	s	对称	mvas	cuneiform视觉聚类C19;状态组S2	false	0.808228	1.1596	0.2211	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀰	U+12030	CUNEIFORM SIGN AN PLUS NAGA OPPOSING AN PLUS NAGA	Lo	cuneiform	mv	4	n	成列成排	s	0	w	宽展	mvnw	cuneiform视觉聚类C4;状态组S0	true	0.138106	2.8125	0.1705	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀱	U+12031	CUNEIFORM SIGN AN PLUS NAGA SQUARED	Lo	cuneiform	mv	2	y	分叉翼形	s	0	s	对称	mvys	cuneiform视觉聚类C2;状态组S0	false	0.446843	1.0824	0.1236	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀲	U+12032	CUNEIFORM SIGN ANSHE	Lo	cuneiform	mv	7	r	放射星芒	s	0	o	外包	mvro	cuneiform视觉聚类C7;状态组S0	true	0.797061	1.7875	0.2330	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀳	U+12033	CUNEIFORM SIGN APIN	Lo	cuneiform	mv	6	z	阶梯锯齿	s	2	w	宽展	mvzw	cuneiform视觉聚类C6;状态组S2	true	0.367903	1.7183	0.2503	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀴	U+12034	CUNEIFORM SIGN ARAD	Lo	cuneiform	mv	6	z	阶梯锯齿	s	0	s	对称	mvzs	cuneiform视觉聚类C6;状态组S0	false	0.259569	1.6286	0.1697	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀵	U+12035	CUNEIFORM SIGN ARAD TIMES KUR	Lo	cuneiform	mv	6	z	阶梯锯齿	s	0	s	对称	mvzs	cuneiform视觉聚类C6;状态组S0	false	0.253110	1.6286	0.1850	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀶	U+12036	CUNEIFORM SIGN ARKAB	Lo	cuneiform	mv	15	u	容器U形	s	1	s	对称	mvus	cuneiform视觉聚类C15;状态组S1	false	1.606243	1.0857	0.1771	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀷	U+12037	CUNEIFORM SIGN ASAL2	Lo	cuneiform	mv	20	e	椭圆	s	1	x	穿过交叠	mvex	cuneiform视觉聚类C20;状态组S1	true	0.229717	2.1667	0.2715	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀸	U+12038	CUNEIFORM SIGN ASH	Lo	cuneiform	mv	4	n	成列成排	s	0	w	宽展	mvnw	cuneiform视觉聚类C4;状态组S0	true	0.179391	2.1282	0.1189	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀹	U+12039	CUNEIFORM SIGN ASH ZIDA TENU	Lo	cuneiform	mv	22	s	方框	s	1	q	倾斜	mvsq	cuneiform视觉聚类C22;状态组S1	true	0.606571	1.2414	0.0900	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀺	U+1203A	CUNEIFORM SIGN ASH KABA TENU	Lo	cuneiform	mv	22	s	方框	s	1	q	倾斜	mvsq	cuneiform视觉聚类C22;状态组S1	true	1.164947	1.2414	0.0900	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀻	U+1203B	CUNEIFORM SIGN ASH OVER ASH TUG2 OVER TUG2 TUG2 OVER TUG2 PAP	Lo	cuneiform	mv	13	v	开口V形	s	0	h	横向	mvvh	cuneiform视觉聚类C13;状态组S0	true	0.183167	2.0595	0.2366	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀼	U+1203C	CUNEIFORM SIGN ASH OVER ASH OVER ASH	Lo	cuneiform	mv	19	a	角折	s	2	s	对称	mvas	cuneiform视觉聚类C19;状态组S2	false	1.051414	1.3175	0.2171	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀽	U+1203D	CUNEIFORM SIGN ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH	Lo	cuneiform	mv	15	u	容器U形	s	2	x	穿过交叠	mvux	cuneiform视觉聚类C15;状态组S2	true	0.857422	1.1250	0.2787	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀾	U+1203E	CUNEIFORM SIGN ASH2	Lo	cuneiform	mv	12	k	绳结	s	0	s	对称	mvks	cuneiform视觉聚类C12;状态组S0	false	1.745586	1.2055	0.2965	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒀿	U+1203F	CUNEIFORM SIGN ASHGAB	Lo	cuneiform	mv	3	i	细柱	s	1	w	宽展	mviw	cuneiform视觉聚类C3;状态组S1	true	0.588698	1.5616	0.2275	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒁀	U+12040	CUNEIFORM SIGN BA	Lo	cuneiform	mv	11	w	波浪流线	s	1	x	穿过交叠	mvwx	cuneiform视觉聚类C11;状态组S1	true	0.972644	1.1429	0.1948	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒁁	U+12041	CUNEIFORM SIGN BAD	Lo	cuneiform	mv	4	n	成列成排	s	2	s	对称	mvns	cuneiform视觉聚类C4;状态组S2	false	0.246208	2.0000	0.1184	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒁂	U+12042	CUNEIFORM SIGN BAG3	Lo	cuneiform	mv	3	i	细柱	s	2	x	穿过交叠	mvix	cuneiform视觉聚类C3;状态组S2	true	1.013649	1.0654	0.2202	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒁃	U+12043	CUNEIFORM SIGN BAHAR2	Lo	cuneiform	mv	13	v	开口V形	s	0	h	横向	mvvh	cuneiform视觉聚类C13;状态组S0	true	0.168909	2.4200	0.2641	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒁄	U+12044	CUNEIFORM SIGN BAL	Lo	cuneiform	mv	4	n	成列成排	s	0	w	宽展	mvnw	cuneiform视觉聚类C4;状态组S0	true	0.333420	1.8429	0.1573	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒁅	U+12045	CUNEIFORM SIGN BAL OVER BAL	Lo	cuneiform	mv	22	s	方框	s	0	s	对称	mvss	cuneiform视觉聚类C22;状态组S0	false	0.938558	1.0588	0.1916	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
